mechdef_kintaro_KTO-X,Mech,1,1
mechdef_kintaro_KTO-S,Mech,1,1
mechdef_naja_NJA-X,Mech,1,1
mechdef_naja_NJA-S,Mech,1,1
mechdef_osprey_OSP-X,Mech,1,1
mechdef_osprey_OSP-S,Mech,1,1
mechdef_centurion_CN9-X,Mech,1,1
mechdef_centurion_CN9-S,Mech,1,1
mechdef_enforcer_ENF-X,Mech,1,1
mechdef_enforcer_ENF-S,Mech,1,1
mechdef_blitzkrieg_BTZ-X,Mech,1,1
mechdef_blitzkrieg_BTZ-S,Mech,1,1
mechdef_bombard_BMB-X,Mech,1,1
mechdef_bombard_BMB-S,Mech,1,1
mechdef_hunchbackiic_HBK-IIC-X,Mech,1,1
mechdef_hunchbackiic_HBK-IIC-S,Mech,1,1
mechdef_trebuchet_TBT-X,Mech,1,1
mechdef_trebuchet_TBT-S,Mech,1,1
mechdef_iceferret_IFR-X,Mech,1,1
mechdef_iceferret_IFR-S,Mech,1,1
mechdef_vindicator_VND-X,Mech,1,1
mechdef_vindicator_VND-S,Mech,1,1
mechdef_arcticwolf_ACW-X1,Mech,1,1
mechdef_arcticwolf_ACW-S1,Mech,1,1
mechdef_arcticwolf_ACW-X2,Mech,1,1
mechdef_arcticwolf_ACW-S2,Mech,1,1
mechdef_assassin_ASN-X1,Mech,1,1
mechdef_assassin_ASN-S1,Mech,1,1
mechdef_assassin_ASN-X2,Mech,1,1
mechdef_assassin_ASN-S2,Mech,1,1
mechdef_clint_CLNT-X,Mech,1,1
mechdef_clint_CLNT-S,Mech,1,1
mechdef_icarusii_ICR-X,Mech,1,1
mechdef_icarusii_ICR-S,Mech,1,1
mechdef_strider_SR1-X,Mech,1,1
mechdef_strider_SR1-S,Mech,1,1
mechdef_vulcan_VL-X,Mech,1,1
mechdef_vulcan_VL-S,Mech,1,1
mechdef_fox_FX-X,Mech,1,1
mechdef_fox_FX-S,Mech,1,1
mechdef_stag_ST-X1,Mech,1,1
mechdef_stag_ST-S1,Mech,1,1
mechdef_stag_ST-X2,Mech,1,1
mechdef_stag_ST-S2,Mech,1,1
mechdef_stag_ST-X3,Mech,1,1
mechdef_stag_ST-S3,Mech,1,1
mechdef_grendel_GDL-X1,Mech,1,1
mechdef_grendel_GDL-S1,Mech,1,1
mechdef_grendel_GDL-X2,Mech,1,1
mechdef_grendel_GDL-S2,Mech,1,1
mechdef_phantom_PHN-X1,Mech,1,1
mechdef_phantom_PHN-S1,Mech,1,1
mechdef_phantom_PHN-X2,Mech,1,1
mechdef_phantom_PHN-S2,Mech,1,1
mechdef_chimera_CMA-X,Mech,1,1
mechdef_chimera_CMA-S,Mech,1,1
mechdef_enfield_END-X,Mech,1,1
mechdef_enfield_END-S,Mech,1,1
mechdef_kyudo_KY2-D-X,Mech,1,1
mechdef_kyudo_KY2-D-S,Mech,1,1
mechdef_kyudo_KY2-D-X,Mech,1,1
mechdef_kyudo_KY2-D-S,Mech,1,1
mechdef_swordsman_STC-X,Mech,1,1
mechdef_swordsman_STC-S,Mech,1,1
mechdef_chameleon_CLN-X,Mech,1,1
mechdef_chameleon_CLN-S,Mech,1,1
mechdef_shayu_SYU-X,Mech,1,1
mechdef_shayu_SYU-S,Mech,1,1
mechdef_sentinel_STN-X,Mech,1,1
mechdef_sentinel_STN-S,Mech,1,1
mechdef_starslayer_STY-X1,Mech,1,1
mechdef_starslayer_STY-S1,Mech,1,1
mechdef_wyvern_WVE-X,Mech,1,1
mechdef_wyvern_WVE-S,Mech,1,1
mechdef_wyvern_WVE-X,Mech,1,1
mechdef_wyvern_WVE-S,Mech,1,1
mechdef_apollo_APL-X1,Mech,1,1
mechdef_apollo_APL-S1,Mech,1,1
mechdef_apollo_APL-X2,Mech,1,1
mechdef_apollo_APL-S2,Mech,1,1
mechdef_conjurer_WVR-IIC-X1,Mech,1,1
mechdef_conjurer_WVR-IIC-S1,Mech,1,1
mechdef_conjurer_WVR-IIC-X2,Mech,1,1
mechdef_conjurer_WVR-IIC-S2,Mech,1,1
mechdef_darkcrow_DCR-X,Mech,1,1
mechdef_darkcrow_DCR-S,Mech,1,1
mechdef_wraith_TR-X,Mech,1,1
mechdef_wraith_TR-S,Mech,1,1
mechdef_komodo_KIM-X,Mech,1,1
mechdef_komodo_KIM-S,Mech,1,1
mechdef_eris_ERS-X,Mech,1,1
mechdef_eris_ERS-S,Mech,1,1
mechdef_eris_ERS-X,Mech,1,1
mechdef_eris_ERS-S,Mech,1,1
mechdef_hoplite_HOP-X,Mech,1,1
mechdef_hoplite_HOP-S,Mech,1,1
mechdef_lynx_LNX-X1,Mech,1,1
mechdef_lynx_LNX-S1,Mech,1,1
mechdef_lynx_LNX-X2,Mech,1,1
mechdef_lynx_LNX-S2,Mech,1,1
mechdef_medusa_MED-X1,Mech,1,1
mechdef_medusa_MED-S1,Mech,1,1
mechdef_medusa_MED-X2,Mech,1,1
mechdef_medusa_MED-S2,Mech,1,1
mechdef_medusa_MED-X3,Mech,1,1
mechdef_medusa_MED-S3,Mech,1,1
