mechdef_firebee_FRB-X,Mech,1,1
mechdef_firebee_FRB-S,Mech,1,1
mechdef_firestarter_FS9-X,Mech,1,1
mechdef_firestarter_FS9-S,Mech,1,1
mechdef_owens_OW-X,Mech,1,1
mechdef_owens_OW-S,Mech,1,1
mechdef_jenner_JR7-X,Mech,1,1
mechdef_jenner_JR7-S,Mech,1,1
mechdef_jenneriic_JR7-IIC-X1,Mech,1,1
mechdef_jenneriic_JR7-IIC-S1,Mech,1,1
mechdef_jenneriic_JR7-IIC-X2,Mech,1,1
mechdef_jenneriic_JR7-IIC-S2,Mech,1,1
mechdef_panther_PNT-X,Mech,1,1
mechdef_panther_PNT-S,Mech,1,1
mechdef_raven_RVN-X,Mech,1,1
mechdef_raven_RVN-S,Mech,1,1
mechdef_toro_TR-A-X,Mech,1,1
mechdef_toro_TR-A-S,Mech,1,1
mechdef_anubis_ABS-X,Mech,1,1
mechdef_anubis_ABS-S,Mech,1,1
mechdef_anubis_ABS-X2,Mech,1,1
mechdef_anubis_ABS-S2,Mech,1,1
mechdef_javelin_JVN-X,Mech,1,1
mechdef_javelin_JVN-S,Mech,1,1
mechdef_hussar_HSR-X,Mech,1,1
mechdef_hussar_HSR-S,Mech,1,1
mechdef_osiris_OSR-X,Mech,1,1
mechdef_osiris_OSR-S,Mech,1,1
mechdef_spider_SDR-X,Mech,1,1
mechdef_spider_SDR-S,Mech,1,1
mechdef_spider_SDR-X2,Mech,1,1
mechdef_spider_SDR-S2,Mech,1,1
mechdef_locust_LCT-IIC-X,Mech,1,1
mechdef_locust_LCT-IIC-S,Mech,1,1
mechdef_flea_FLE-X,Mech,1,1
mechdef_flea_FLE-S,Mech,1,1
mechdef_flea_FLE-X,Mech,1,1
mechdef_flea_FLE-S,Mech,1,1
mechdef_hornet_HNT-X,Mech,1,1
mechdef_hornet_HNT-S,Mech,1,1
mechdef_locust_LCT-X,Mech,1,1
mechdef_locust_LCT-S,Mech,1,1
mechdef_locust_LCT-X2,Mech,1,1
mechdef_locust_LCT-S2,Mech,1,1
mechdef_wasp_WSP-X,Mech,1,1
mechdef_wasp_WSP-S,Mech,1,1
mechdef_cougar_CGR-XR-X1,Mech,1,1
mechdef_cougar_CGR-XR-S1,Mech,1,1
mechdef_wight_WGT-X,Mech,1,1
mechdef_wight_WGT-S,Mech,1,1
mechdef_wight_WGT-X,Mech,1,1
mechdef_wight_WGT-S,Mech,1,1
mechdef_firefly_FFL-X,Mech,1,1
mechdef_firefly_FFL-S,Mech,1,1
mechdef_firefly_FFL-X2,Mech,1,1
mechdef_firefly_FFL-S2,Mech,1,1
mechdef_nighthawk_NTK-X,Mech,1,1
mechdef_nighthawk_NTK-S,Mech,1,1
mechdef_talon_TLN-X,Mech,1,1
mechdef_talon_TLN-S,Mech,1,1
mechdef_howler_HWL-X1,Mech,1,1
mechdef_howler_HWL-S1,Mech,1,1
mechdef_howler_HWL-X2,Mech,1,1
mechdef_howler_HWL-S2,Mech,1,1
mechdef_solitaire_SLT-1-X,Mech,1,1
mechdef_solitaire_SLT-1-S,Mech,1,1
mechdef_tiburon_TBN-1-X,Mech,1,1
mechdef_tiburon_TBN-1-S,Mech,1,1
mechdef_cossack_C-SK1-X,Mech,1,1
mechdef_cossack_C-SK1-S,Mech,1,1
mechdef_raptor_RTX1-O-X1,Mech,1,1
mechdef_raptor_RTX1-O-S1,Mech,1,1
mechdef_raptor_RTX1-OC-X2,Mech,1,1
mechdef_raptor_RTX1-OC-S2,Mech,1,1
mechdef_jackrabbit_JKR-X,Mech,1,1
mechdef_jackrabbit_JKR-S,Mech,1,1
mechdef_sling_SL-X1,Mech,1,1
mechdef_sling_SL-S1,Mech,1,1
mechdef_sling_SL-X2,Mech,1,1
mechdef_sling_SL-S2,Mech,1,1
mechdef_mercury_MCY-X1,Mech,1,1
mechdef_mercury_MCY-S1,Mech,1,1
mechdef_mercury_MCY-99W-X1,Mech,1,1
mechdef_mercury_MCY-99W-S1,Mech,1,1
mechdef_falcon_FLC-X,Mech,1,1
mechdef_falcon_FLC-S,Mech,1,1
mechdef_cyclone_CYC-X,Mech,1,1
mechdef_cyclone_CYC-S,Mech,1,1
mechdef_olympian_AL1-G8R-X,Mech,1,1
mechdef_olympian_AL1-G8R-S,Mech,1,1
