mechdef_firebee_FRB-X,MechPart,1,1
mechdef_firebee_FRB-S,MechPart,1,1
mechdef_firestarter_FS9-X,MechPart,1,1
mechdef_firestarter_FS9-S,MechPart,1,1
mechdef_owens_OW-X,MechPart,1,1
mechdef_owens_OW-S,MechPart,1,1
mechdef_jenner_JR7-X,MechPart,1,1
mechdef_jenner_JR7-S,MechPart,1,1
mechdef_jenneriic_JR7-IIC-X1,MechPart,1,1
mechdef_jenneriic_JR7-IIC-S1,MechPart,1,1
mechdef_jenneriic_JR7-IIC-X2,MechPart,1,1
mechdef_jenneriic_JR7-IIC-S2,MechPart,1,1
mechdef_panther_PNT-X,MechPart,1,1
mechdef_panther_PNT-S,MechPart,1,1
mechdef_raven_RVN-X,MechPart,1,1
mechdef_raven_RVN-S,MechPart,1,1
mechdef_toro_TR-A-X,MechPart,1,1
mechdef_toro_TR-A-S,MechPart,1,1
mechdef_anubis_ABS-X,MechPart,1,1
mechdef_anubis_ABS-S,MechPart,1,1
mechdef_anubis_ABS-X2,MechPart,1,1
mechdef_anubis_ABS-S2,MechPart,1,1
mechdef_javelin_JVN-X,MechPart,1,1
mechdef_javelin_JVN-S,MechPart,1,1
mechdef_hussar_HSR-X,MechPart,1,1
mechdef_hussar_HSR-S,MechPart,1,1
mechdef_osiris_OSR-X,MechPart,1,1
mechdef_osiris_OSR-S,MechPart,1,1
mechdef_spider_SDR-X,MechPart,1,1
mechdef_spider_SDR-S,MechPart,1,1
mechdef_spider_SDR-X2,MechPart,1,1
mechdef_spider_SDR-S2,MechPart,1,1
mechdef_locust_LCT-IIC-X,MechPart,1,1
mechdef_locust_LCT-IIC-S,MechPart,1,1
mechdef_flea_FLE-X,MechPart,1,1
mechdef_flea_FLE-S,MechPart,1,1
mechdef_flea_FLE-X,MechPart,1,1
mechdef_flea_FLE-S,MechPart,1,1
mechdef_hornet_HNT-X,MechPart,1,1
mechdef_hornet_HNT-S,MechPart,1,1
mechdef_locust_LCT-X,MechPart,1,1
mechdef_locust_LCT-S,MechPart,1,1
mechdef_locust_LCT-X2,MechPart,1,1
mechdef_locust_LCT-S2,MechPart,1,1
mechdef_wasp_WSP-X,MechPart,1,1
mechdef_wasp_WSP-S,MechPart,1,1
mechdef_cougar_CGR-XR-X1,MechPart,1,1
mechdef_cougar_CGR-XR-S1,MechPart,1,1
mechdef_wight_WGT-X,MechPart,1,1
mechdef_wight_WGT-S,MechPart,1,1
mechdef_wight_WGT-X,MechPart,1,1
mechdef_wight_WGT-S,MechPart,1,1
mechdef_firefly_FFL-X,MechPart,1,1
mechdef_firefly_FFL-S,MechPart,1,1
mechdef_firefly_FFL-X2,MechPart,1,1
mechdef_firefly_FFL-S2,MechPart,1,1
mechdef_nighthawk_NTK-X,MechPart,1,1
mechdef_nighthawk_NTK-S,MechPart,1,1
mechdef_talon_TLN-X,MechPart,1,1
mechdef_talon_TLN-S,MechPart,1,1
mechdef_howler_HWL-X1,MechPart,1,1
mechdef_howler_HWL-S1,MechPart,1,1
mechdef_howler_HWL-X2,MechPart,1,1
mechdef_howler_HWL-S2,MechPart,1,1
mechdef_solitaire_SLT-1-X,MechPart,1,1
mechdef_solitaire_SLT-1-S,MechPart,1,1
mechdef_tiburon_TBN-1-X,MechPart,1,1
mechdef_tiburon_TBN-1-S,MechPart,1,1
mechdef_cossack_C-SK1-X,MechPart,1,1
mechdef_cossack_C-SK1-S,MechPart,1,1
mechdef_raptor_RTX1-O-X1,MechPart,1,1
mechdef_raptor_RTX1-O-S1,MechPart,1,1
mechdef_raptor_RTX1-OC-X2,MechPart,1,1
mechdef_raptor_RTX1-OC-S2,MechPart,1,1
mechdef_jackrabbit_JKR-X,MechPart,1,1
mechdef_jackrabbit_JKR-S,MechPart,1,1
mechdef_sling_SL-X1,MechPart,1,1
mechdef_sling_SL-S1,MechPart,1,1
mechdef_sling_SL-X2,MechPart,1,1
mechdef_sling_SL-S2,MechPart,1,1
mechdef_mercury_MCY-X1,MechPart,1,1
mechdef_mercury_MCY-S1,MechPart,1,1
mechdef_mercury_MCY-99W-X1,MechPart,1,1
mechdef_mercury_MCY-99W-S1,MechPart,1,1
mechdef_falcon_FLC-X,MechPart,1,1
mechdef_falcon_FLC-S,MechPart,1,1
mechdef_cyclone_CYC-X,MechPart,1,1
mechdef_cyclone_CYC-S,MechPart,1,1
mechdef_olympian_AL1-G8R-X,MechPart,1,1
mechdef_olympian_AL1-G8R-S,MechPart,1,1
